,index,ch1mean,ch1std,ch1median,ch1rme,ch2mean,ch2std,ch2median,ch2rme,ch3mean,ch3std,ch3median,ch3rme,ch4mean,ch4std,ch4median,ch4rme,ch5mean,ch5std,ch5median,ch5rme,ch6mean,ch6std,ch6median,ch6rme,ch7mean,ch7std,ch7median,ch7rme,ch8mean,ch8std,ch8median,ch8rme,ch9mean,ch9std,ch9median,ch9rme,ch10mean,ch10std,ch10median,ch10rme,label
39,39,4.4719999999999995,0.8652571871992742,4.68,4.538471108203731,1.69,0.4408514489031424,1.82,1.735390445980385,0.78,0.5740644563113101,0.91,0.9338308197955346,2.886,0.10876580344942997,2.86,2.8876391741351624,2.86,0.1592168332809067,2.86,2.86354325966974,3.0420000000000003,0.21753160689885967,2.99,3.048215871620643,3.6660000000000004,0.14240786495134308,3.64,3.6682120985570066,3.354,0.10876580344942974,3.38,3.3554105561018903,2.21,0.12999999999999992,2.21,2.2130567096213327,2.106,0.10876580344942971,2.08,2.108245716229491,0
40,40,4.914,0.48117564360636556,4.81,4.932810557886852,1.8980000000000001,0.07120393247567154,1.95,1.8990681925618151,1.066,0.42524110807869925,0.91,1.1318215407033037,2.912,0.07120393247567182,2.86,2.9126963453130505,2.8859999999999997,0.14240786495134333,2.86,2.8888094433520535,3.0940000000000003,0.19282116066448715,3.12,3.0988029947061815,3.692,0.11627553482998895,3.64,3.693464498272591,3.354,0.10876580344942977,3.38,3.3554105561018903,2.2619999999999996,0.11627553482998905,2.34,2.2643895424595124,2.08,0.09192388155425123,2.08,2.081624365729802,0
41,41,4.888,0.5001199856034549,4.81,4.908425409436309,1.8199999999999998,0.15921683328090655,1.82,1.825562926880364,1.092,0.4172169699329115,1.04,1.1540017331009516,2.9379999999999997,0.07120393247567178,2.99,2.938690184418902,2.912,0.11627553482998926,2.86,2.9138565510333554,3.12,0.1592168332809065,3.12,3.123248309052612,3.6399999999999997,0.18384776310850237,3.64,3.643712392601809,3.3020000000000005,0.1482228052628879,3.25,3.304660345633118,2.21,0.1299999999999999,2.21,2.2130567096213327,2.0540000000000003,0.058137767414994594,2.08,2.054658122413556,0
42,42,4.68,0.7120393247567158,4.55,4.723134552392087,2.0279999999999996,0.4915994304309149,1.95,2.075119273680431,0.9099999999999999,0.65,1.04,1.0798611021793496,3.1719999999999997,0.5561204905413936,2.99,3.210763149159402,2.9899999999999998,0.2906888370749727,2.86,3.0012830589599506,3.068,0.07120393247567154,3.12,3.068660945754679,3.5620000000000003,0.11627553482998924,3.64,3.563517924747959,3.224,0.1087658034494298,3.25,3.225467407989112,2.1839999999999997,0.16949926253526867,2.21,2.189255581242172,2.08,0.0,2.08,2.08,0
43,43,4.4719999999999995,0.9623512872127307,4.55,4.554083881528753,2.2359999999999998,0.5914642846360207,1.95,2.297729313909713,0.806,0.7602499588950993,1.04,1.0545235891150089,3.354,0.5770008665504759,2.99,3.3934731470869193,3.068,0.29928247526375473,2.86,3.0796558249258954,3.0940000000000003,0.058137767414994504,3.12,3.094436943936651,3.562,0.11627553482998916,3.64,3.563517924747959,3.25,0.1299999999999999,3.25,3.2520793348256434,2.1839999999999997,0.1694992625352689,2.21,2.189255581242172,2.1060000000000003,0.05813776741499453,2.08,2.1066418774912834,0
44,44,4.029999999999999,0.9006664199358159,3.77,4.109727484882665,2.106,0.7261404822759849,1.95,2.2038738620892078,0.65,0.6368673331236263,0.78,0.8642800472069224,3.5100000000000002,0.559151142357771,3.77,3.5454506060584174,3.12,0.27577164466275345,3.12,3.129734813047265,3.12,0.09192388155425117,3.12,3.1210831453199064,3.562,0.11627553482998917,3.64,3.563517924747959,3.1980000000000004,0.11627553482998897,3.12,3.199690610043415,2.158,0.14822280526288792,2.21,2.1620684540504262,2.132,0.07120393247567168,2.08,2.1329510074073434,0
45,45,9.024000000000001,11.905539886960186,3.77,13.958011319668715,2.132,0.7214707201266035,2.08,2.227518799022805,0.46799999999999997,0.4651021393199563,0.52,0.6261629180971994,3.536,0.5232399067349508,3.77,3.5668361330456437,3.1719999999999997,0.2361567276196044,3.12,3.1790250077657456,3.0940000000000003,0.1087658034494298,3.12,3.095529033945571,3.536,0.10876580344943,3.51,3.5373379821555075,3.25,0.18384776310850223,3.12,3.254157341002429,2.184,0.1928211606644874,2.21,2.1907989410258533,2.106,0.10876580344942974,2.08,2.108245716229491,0
46,46,8.581999999999999,12.151644744642594,3.25,13.84849089251244,2.184,0.6779970501410754,2.08,2.2666274506411503,0.49399999999999994,0.5068333059300661,0.52,0.6704774418278366,3.562,0.49159943043091475,3.77,3.5890360822928487,3.198,0.19715476154534017,3.12,3.202858098636279,3.068,0.14822280526288797,3.12,3.0708630708646063,3.614,0.10876580344942981,3.64,3.615309115414614,3.3020000000000005,0.17441330224498355,3.38,3.305682985405588,2.2359999999999998,0.19282116066448726,2.21,2.242641299896174,2.0799999999999996,0.12999999999999995,2.08,2.0832474648970534,0
47,47,8.348,12.27808087609786,3.25,13.79456849633217,2.028,0.5636665681056487,2.08,2.0897272549306525,0.7799999999999999,0.5591511423577707,0.78,0.926563543422684,3.3800000000000003,0.36769552621700463,3.25,3.395962308389185,3.0940000000000003,0.1087658034494298,3.12,3.095529033945571,2.9899999999999998,0.20554804791094478,2.99,2.995646841668757,3.614,0.10876580344942992,3.64,3.615309115414614,3.354,0.14240786495134314,3.38,3.3564177332388168,2.2880000000000003,0.11627553482998913,2.21,2.290362416736705,2.054,0.14240786495134303,1.95,2.0579455775117084,0
48,48,8.218,12.348790224147464,2.6,13.766975702746047,1.8719999999999999,0.3389985250705378,2.08,1.8963965829962888,1.0139999999999998,0.3607353600633017,1.17,1.0640958603434185,3.25,0.30487702438852277,3.12,3.2614199361627754,3.0420000000000003,0.0712039324756715,2.99,3.0426665936313166,2.9379999999999997,0.1971547615453403,2.86,2.9432872778578716,3.5879999999999996,0.1162755348299892,3.51,3.5895069299278415,3.354,0.1424078649513431,3.38,3.3564177332388168,2.2880000000000003,0.11627553482998924,2.21,2.290362416736705,2.002,0.11627553482998915,1.95,2.0046994787249286,0
49,49,8.14,12.389180763876197,2.6,13.749655995696765,2.028,0.11627553482998908,2.08,2.03066491573573,1.092,0.3389985250705377,1.17,1.1333137253205752,3.12,0.0919238815542511,3.12,3.1210831453199064,2.99,0.09192388155425134,2.99,2.9911302211705864,2.834,0.1087658034494298,2.86,2.8356692331793565,3.562,0.11627553482998913,3.51,3.5635179247479587,3.38,0.09192388155425117,3.38,3.3809998521147553,2.2880000000000003,0.11627553482998935,2.21,2.290362416736705,1.9759999999999998,0.05813776741499458,1.95,1.976684092109814,0
50,50,2.6519999999999997,0.21753160689885986,2.6,2.6591276765134837,2.054,0.14240786495134308,2.08,2.057945577511709,1.2479999999999998,0.11627553482998909,1.17,1.2523258361943987,3.146,0.058137767414994566,3.12,3.1464297227174804,2.964,0.05813776741499467,2.99,2.9644561052577587,2.808,0.07120393247567154,2.86,2.8087221293677307,3.5879999999999996,0.11627553482998906,3.51,3.5895069299278415,3.3280000000000003,0.07120393247567168,3.38,3.3286093192202655,2.2619999999999996,0.07120393247567153,2.21,2.2628963741187973,1.9759999999999998,0.058137767414994594,1.95,1.9766840921098139,0
51,51,2.7039999999999997,0.14240786495134314,2.6,2.706998337642637,2.0799999999999996,0.0919238815542512,2.08,2.081624365729802,1.2999999999999998,0.12999999999999995,1.3,1.3051896413931579,3.146,0.058137767414994566,3.12,3.1464297227174804,2.912,0.11627553482998913,2.99,2.9138565510333554,2.782,0.07120393247567154,2.73,2.7827288764807827,3.536,0.05813776741499467,3.51,3.536382332271215,3.3280000000000003,0.0712039324756715,3.38,3.3286093192202655,2.2619999999999996,0.07120393247567168,2.21,2.2628963741187973,1.9760000000000002,0.05813776741499456,1.95,1.976684092109814,0
52,52,2.756,0.14240786495134308,2.86,2.75894182613552,2.184,0.25005999280172747,2.08,2.1954225105887932,1.3259999999999998,0.16949926253526884,1.3,1.3346385278419022,3.12,0.0,3.12,3.12,2.912,0.11627553482998919,2.99,2.9138565510333554,3.7700000000000005,2.181135025623127,2.86,4.244853354357486,3.562,0.07120393247567179,3.51,3.562569297571627,3.3279999999999994,0.07120393247567154,3.38,3.3286093192202655,2.288,0.0712039324756715,2.34,2.288886192015671,1.9760000000000002,0.05813776741499457,1.95,1.976684092109814,0
53,53,3.146,0.7928934354627991,2.86,3.224943410356219,2.288,0.2992824752637549,2.21,2.303605869067016,1.2739999999999998,0.25005999280172747,1.3,1.293483668238606,3.12,0.0,3.12,3.12,2.938,0.148222805262888,2.99,2.9409896293594784,3.822,2.1569816874512404,2.86,4.2813245613945226,3.6660000000000004,0.2136117974270148,3.64,3.670975347234029,3.353999999999999,0.10876580344942967,3.38,3.3554105561018903,2.314,0.058137767414994566,2.34,2.3145841959194313,1.95,0.0919238815542512,1.95,1.951732563646977,0
54,54,3.406,0.8836175643342541,2.86,3.4964925282345445,2.314,0.28183328405282443,2.21,2.3276898418818606,1.1700000000000002,0.37901187316494456,1.3,1.2181215046127378,3.12,0.0,3.12,3.12,2.9900000000000007,0.1592168332809065,2.99,2.9933893832911216,3.9,2.114249275747777,3.12,4.334286561823064,3.7439999999999998,0.2136117974270149,3.64,3.74887183029775,3.38,0.09192388155425113,3.38,3.3809998521147553,2.34,0.0,2.34,2.34,1.8980000000000001,0.07120393247567153,1.95,1.8990681925618151,0
55,55,3.6659999999999995,0.8740022883265238,4.16,3.7484210009015793,2.366,0.2818332840528245,2.47,2.3793906783040066,1.0400000000000003,0.431161222746202,0.91,1.1091979084004804,3.12,0.0,3.12,3.12,3.068,0.23615672761960424,3.12,3.0752625904140283,4.004,2.062457272284689,3.12,4.408514489031424,3.822,0.2361567276196042,3.9,3.827832284727219,3.4319999999999995,0.07120393247567149,3.38,3.4325908582293927,2.366,0.058137767414994636,2.34,2.3665713595833107,1.8719999999999999,0.07120393247567157,1.82,1.8730830200500992,0
56,56,3.9259999999999997,0.6395154415649398,4.16,3.9674500626977016,2.47,0.1592168332809067,2.47,2.47410185724032,0.884,0.3943095230906807,0.65,0.9517562713216027,3.0940000000000003,0.05813776741499453,3.12,3.094436943936651,3.1719999999999997,0.14822280526288795,3.12,3.17476928295585,4.108,1.9941338972095126,3.25,4.478495283016383,3.9260000000000006,0.1694992625352691,4.03,3.928926061915648,3.4839999999999995,0.10876580344942988,3.51,3.4853579443150453,2.366,0.05813776741499467,2.34,2.3665713595833107,1.846,0.058137767414994476,1.82,1.8467322491362954,0
57,57,4.1339999999999995,0.26642071991494964,4.16,4.140862229053268,2.4440000000000004,0.14240786495134333,2.47,2.4473168981560196,0.702,0.11627553482998908,0.65,0.7096618913257213,3.042,0.11627553482998926,3.12,3.043777258604841,3.146,0.1928211606644872,3.12,3.1507237263841463,3.146,0.1928211606644872,3.12,3.1507237263841463,3.9260000000000006,0.1694992625352689,4.03,3.928926061915648,3.5099999999999993,0.09192388155425132,3.51,3.510962830905505,2.3920000000000003,0.07120393247567179,2.34,2.392847675887456,1.794,0.05813776741499458,1.82,1.7947534649639207,0
58,58,3.9520000000000004,0.21753160689885978,3.9,3.9567865749873343,2.444,0.14240786495134328,2.47,2.4473168981560196,0.78,0.2906888370749727,0.65,0.8221921916437787,2.9899999999999998,0.13,2.99,2.9922600154398347,3.094,0.2325510696599781,3.12,3.100983714887906,3.1719999999999997,0.1971547615453403,3.25,3.176897857974033,3.874,0.16949926253526904,3.9,3.8769653080727973,3.5099999999999993,0.0919238815542513,3.51,3.510962830905505,2.418,0.07120393247567168,2.47,2.4188385642700507,1.794,0.058137767414994594,1.82,1.7947534649639207,0
59,59,3.8480000000000003,0.21753160689885986,3.9,3.8529157789912825,2.496,0.05813776741499445,2.47,2.4965416079048235,0.884,0.323697389547707,0.65,0.9302042786399125,2.9379999999999997,0.11627553482998926,2.86,2.9398401317078453,3.068,0.23615672761960432,2.99,3.0752625904140283,3.12,0.2432077301403061,3.25,3.1275741398086794,3.8480000000000003,0.17441330224498375,3.77,3.8511608639473893,3.536,0.05813776741499467,3.51,3.5363823322712147,2.4440000000000004,0.05813776741499475,2.47,2.444553128896977,1.794,0.05813776741499456,1.82,1.7947534649639207,0
60,60,3.7439999999999998,0.14240786495134314,3.64,3.7461660401001984,2.47,0.09192388155425131,2.47,2.471368042198491,0.9359999999999999,0.29644561052577584,0.91,0.9728309205612248,2.8859999999999997,0.05813776741499463,2.86,2.8864684304526875,2.9899999999999998,0.15921683328090652,2.99,2.9933893832911216,3.042,0.19715476154534026,2.99,3.047106824514034,3.7960000000000003,0.1424078649513432,3.77,3.7981363851236303,3.5100000000000002,0.09192388155425131,3.51,3.510962830905505,2.418,0.07120393247567172,2.47,2.4188385642700507,1.8719999999999999,0.19715476154534026,1.82,1.8802872121035126,0
61,61,3.5620000000000003,0.3389985250705377,3.64,3.574881816228335,2.418,0.1482228052628881,2.47,2.4216316813256307,1.014,0.2500599928017274,1.04,1.0383737284812247,3.12,0.5813776741499453,2.86,3.163036515755074,2.938,0.07120393247567187,2.99,2.938690184418902,2.9379999999999997,0.1971547615453403,2.86,2.9432872778578716,3.6399999999999997,0.2251666049839539,3.77,3.6455671712368702,3.432,0.11627553482998906,3.51,3.4335753959975888,2.418,0.07120393247567175,2.47,2.4188385642700507,1.8719999999999999,0.1971547615453403,1.82,1.8802872121035126,0
62,62,3.614,0.41518670498945415,3.64,3.6330290392453515,2.3660000000000005,0.1694992625352691,2.34,2.3708521674705914,0.9879999999999999,0.29928247526375473,1.04,1.0236210236215355,3.1719999999999997,0.5636665681056489,2.86,3.21181568586991,2.964,0.05813776741499479,2.99,2.9644561052577587,2.964,0.1928211606644872,2.99,2.969013304113001,3.692,0.253416652965033,3.77,3.6989512027059774,3.4319999999999995,0.11627553482998894,3.51,3.4335753959975888,2.418,0.07120393247567178,2.47,2.4188385642700507,1.8980000000000001,0.17441330224498355,1.82,1.9044001680319187,0
63,63,3.6399999999999997,0.42124814539651095,3.64,3.6594480458123737,2.21,0.2432077301403063,2.21,2.2206800760127514,0.858,0.26957373759326037,0.91,0.8912350980521357,3.198,0.5484706008529536,2.99,3.235407238664091,3.0160000000000005,0.05813776741499453,2.99,3.016448242552821,2.964,0.1928211606644873,2.99,2.969013304113001,3.718,0.26957373759326037,3.77,3.725809979051535,3.432,0.11627553482998905,3.51,3.4335753959975888,2.3920000000000003,0.07120393247567187,2.34,2.392847675887456,1.9240000000000002,0.16949926253526884,1.82,1.929963730229146,0
64,64,3.6660000000000004,0.4252411080786991,3.77,3.685677685311074,2.132,0.19715476154534028,2.21,2.1392802527953183,0.806,0.2136117974270148,0.91,0.8283356807478476,3.2760000000000007,0.5151019316601327,3.12,3.3082382018228373,3.068,0.11627553482998906,2.99,3.069762205774252,3.0940000000000003,0.2964456105257756,2.99,3.1053405610335236,3.822,0.37452636756308644,3.9,3.836652186477164,3.4579999999999997,0.14822280526288803,3.51,3.4605404202234076,2.366,0.05813776741499471,2.34,2.3665713595833107,1.95,0.1592168332809066,1.95,1.9551930850941552,0
65,65,3.614,0.44466841578866384,3.77,3.635819027399466,2.08,0.15921683328090655,2.08,2.0848693004598635,0.8320000000000001,0.23615672761960438,0.91,0.8583938489993973,3.3280000000000003,0.47409914574907214,3.12,3.3549068541466247,3.0940000000000003,0.10876580344942961,3.12,3.095529033945571,3.146,0.29644561052577567,3.25,3.157153781493705,3.874,0.3834449112975682,3.9,3.8891515784294137,3.5100000000000002,0.15921683328090652,3.51,3.512887701023191,2.366,0.05813776741499467,2.34,2.3665713595833107,1.8980000000000001,0.07120393247567157,1.95,1.8990681925618151,0
66,66,3.7699999999999996,0.2757716446627535,3.77,3.7780603489092126,1.9760000000000002,0.2136117974270148,2.08,1.9852153535573915,0.78,0.2055480479109447,0.78,0.801373820385967,3.12,0.0919238815542511,3.12,3.1210831453199064,3.0940000000000003,0.10876580344942977,3.12,3.095529033945571,3.224,0.1928211606644871,3.25,3.2286096078652804,4.004,0.1694992625352689,3.9,4.006869101929834,3.5620000000000003,0.0712039324756718,3.51,3.562569297571627,2.366,0.05813776741499479,2.34,2.3665713595833107,1.924,0.058137767414994476,1.95,1.9247025744254618,0
67,67,3.6399999999999997,0.1838477631085025,3.77,3.643712392601809,1.8719999999999999,0.1971547615453403,1.82,1.8802872121035126,0.8320000000000001,0.14822280526288792,0.78,0.8424962907930219,3.068,0.14822280526288797,3.12,3.0708630708646063,3.0940000000000003,0.1087658034494298,3.12,3.095529033945571,3.276,0.14240786495134297,3.25,3.2784752553588077,4.004,0.16949926253526904,3.9,4.006869101929834,3.5620000000000003,0.0712039324756718,3.51,3.562569297571627,2.34,0.0,2.34,2.34,1.95,0.0,1.95,1.95,0
68,68,3.562,0.1971547615453404,3.51,3.5663622923085083,1.8459999999999996,0.21361179742701483,1.69,1.855860986173264,0.8580000000000002,0.11627553482998908,0.78,0.8642800472069224,3.068,0.14822280526288817,3.12,3.0708630708646063,3.068,0.11627553482998905,2.99,3.069762205774252,3.276,0.14240786495134314,3.25,3.2784752553588077,4.004,0.16949926253526895,3.9,4.006869101929834,3.562,0.07120393247567187,3.51,3.562569297571627,2.34,0.0,2.34,2.34,1.95,0.0,1.95,1.95,0
69,69,3.536,0.16949926253526887,3.51,3.539248507805011,1.768,0.1744133022449837,1.69,1.7748690092511052,0.8320000000000001,0.11627553482998906,0.78,0.8384748058230491,3.016,0.10876580344942982,2.99,3.0175685576304643,2.99,0.09192388155425134,2.99,2.9911302211705864,3.1980000000000004,0.07120393247567153,3.25,3.1986340834800093,3.9259999999999997,0.05813776741499463,3.9,3.9263443557589293,3.536,0.05813776741499479,3.51,3.5363823322712147,2.34,0.0,2.34,2.34,1.95,0.0,1.95,1.95,0
70,70,3.536,0.1694992625352689,3.51,3.539248507805011,1.6640000000000001,0.05813776741499447,1.69,1.6648123017325407,0.806,0.058137767414994525,0.78,0.8076756774844716,2.99,0.09192388155425134,2.99,2.9911302211705864,2.964,0.05813776741499467,2.99,2.9644561052577587,3.1980000000000004,0.07120393247567154,3.25,3.1986340834800093,4.81,2.034821859524808,3.9,5.142810515661645,3.5099999999999993,0.0,3.51,3.51,2.366,0.058137767414994636,2.34,2.3665713595833107,1.95,0.0,1.95,1.95,0
71,71,3.4840000000000004,0.1087658034494299,3.51,3.4853579443150453,1.6380000000000003,0.07120393247567153,1.69,1.6392376276794038,0.806,0.05813776741499454,0.78,0.8076756774844716,2.9899999999999998,0.09192388155425131,2.99,2.9911302211705864,2.964,0.05813776741499471,2.99,2.9644561052577587,3.1980000000000004,0.07120393247567149,3.25,3.1986340834800093,4.836,2.0210714979930815,3.9,5.162817060481612,3.536,0.058137767414994636,3.51,3.536382332271215,2.366,0.05813776741499467,2.34,2.3665713595833107,1.924,0.05813776741499447,1.95,1.9247025744254616,0
72,72,3.5099999999999993,0.1300000000000002,3.51,3.5119253978409053,1.638,0.07120393247567157,1.69,1.6392376276794038,0.754,0.1424078649513432,0.78,0.7646829408323427,2.9899999999999998,0.09192388155425119,2.99,2.9911302211705864,2.9899999999999998,0.09192388155425124,2.99,2.9911302211705864,3.1720000000000006,0.07120393247567154,3.12,3.172639279842573,4.836,2.0210714979930815,3.9,5.162817060481613,3.562,0.07120393247567175,3.51,3.5625692975716277,2.3920000000000003,0.07120393247567179,2.34,2.392847675887456,1.8980000000000001,0.07120393247567153,1.95,1.8990681925618151,0
73,73,8.994,12.190401141882084,3.64,14.134239986642367,1.794,0.38344491129756836,1.69,1.8264884341270822,0.9099999999999999,0.39,0.78,0.9745665703275483,2.964,0.10876580344942996,2.99,2.965596061502645,2.938,0.14822280526288809,2.99,2.9409896293594784,3.12,0.09192388155425117,3.12,3.1210831453199064,4.784,2.0542468206133355,3.9,5.124704869551026,3.5620000000000003,0.0712039324756718,3.51,3.562569297571627,2.418,0.07120393247567168,2.47,2.4188385642700507,1.9240000000000002,0.10876580344942985,1.95,1.9264578894956412,0
74,74,9.123999999999999,12.12230712364606,3.64,14.170661240746673,1.9240000000000002,0.44466841578866384,1.69,1.9646780906805064,1.066,0.4723134552392087,0.91,1.1466560077023973,2.964,0.10876580344943,2.99,2.965596061502645,2.938,0.14822280526288817,2.99,2.9409896293594784,3.9,1.7465537495307721,3.12,4.201233152301834,4.68,2.1222276032508858,3.9,5.050295040886224,3.536,0.10876580344942999,3.51,3.5373379821555075,2.47,0.09192388155425128,2.47,2.471368042198491,1.95,0.13000000000000006,1.95,1.953463590651231,0
75,75,9.280000000000001,12.034610504706832,4.16,14.212103292616474,2.08,0.4212481453965109,2.34,2.1138495689144956,1.17,0.4864154602806124,1.43,1.2482708039524117,2.964,0.10876580344943004,2.99,2.965596061502645,2.912,0.14822280526288797,2.86,2.9150162949801843,3.8480000000000003,1.7743928539080625,3.12,4.162436786306791,3.718,0.25341665296503296,3.64,3.724902683292545,3.536,0.10876580344942995,3.51,3.5373379821555075,2.496,0.10876580344942982,2.47,2.497895113890894,1.9760000000000002,0.14240786495134317,2.08,1.9801010075246162,0
76,76,9.41,11.9599790969717,4.16,14.247139361991236,2.2359999999999998,0.31037074604414644,2.34,2.2531666605025027,1.3,0.44085144890314243,1.43,1.3584844496717658,2.938,0.07120393247567187,2.99,2.938690184418902,2.8859999999999997,0.1424078649513432,2.86,2.8888094433520535,3.822,1.78862237490198,2.99,4.143310270785909,3.6399999999999997,0.1838477631085024,3.64,3.643712392601809,3.536,0.10876580344943003,3.51,3.5373379821555075,2.548,0.0712039324756715,2.6,2.5487957940957138,2.028,0.11627553482998902,2.08,2.03066491573573,0
77,77,9.488,11.914124810492797,4.16,14.268119707936293,2.366,0.05813776741499479,2.34,2.3665713595833107,1.5079999999999998,0.07120393247567162,1.56,1.5093442284647993,2.9899999999999998,0.09192388155425131,2.99,2.9911302211705864,2.8339999999999996,0.058137767414994566,2.86,2.8344770240734003,3.822,1.7886223749019798,2.99,4.143310270785908,3.588,0.11627553482998915,3.64,3.5895069299278415,3.5099999999999993,0.09192388155425132,3.51,3.510962830905505,2.574,0.058137767414994566,2.6,2.5745251989444577,2.08,0.0,2.08,2.08,0
78,78,4.16,0.09192388155425092,4.16,4.1608124206697905,2.34,0.0,2.34,2.34,1.482,0.07120393247567168,1.43,1.4833677898619748,3.016,0.05813776741499452,2.99,3.016448242552821,2.86,0.0,2.86,2.86,3.822,1.7886223749019798,2.99,4.143310270785908,3.5620000000000003,0.11627553482998931,3.64,3.563517924747959,3.5099999999999993,0.0919238815542513,3.51,3.510962830905505,2.6,0.0,2.6,2.6,2.08,0.0,2.08,2.08,0
79,79,4.1080000000000005,0.07120393247567167,4.16,4.108493641226673,2.34,0.0,2.34,2.34,1.404,0.1424078649513432,1.43,1.4097659380194998,2.99,0.09192388155425131,2.99,2.9911302211705864,2.886,0.058137767414994636,2.86,2.886468430452687,3.0160000000000005,0.058137767414994504,2.99,3.016448242552821,3.6399999999999997,0.09192388155425124,3.64,3.640928453018543,3.536,0.05813776741499467,3.51,3.5363823322712147,2.6,0.0,2.6,2.6,2.08,0.0,2.08,2.08,0
80,80,4.056,0.10876580344943024,4.03,4.057166498925081,2.34,0.0,2.34,2.34,1.3519999999999999,0.17441330224498364,1.43,1.3609702421434497,2.964,0.10876580344943,2.99,2.965596061502645,2.886,0.05813776741499467,2.86,2.886468430452687,3.0160000000000005,0.058137767414994566,2.99,3.016448242552821,3.614,0.10876580344942992,3.64,3.615309115414614,3.4840000000000004,0.14240786495134328,3.51,3.4863275807072402,2.5740000000000003,0.05813776741499453,2.6,2.5745251989444577,2.1060000000000003,0.05813776741499453,2.08,2.1066418774912834,0
81,81,9.344,11.88282079306088,4.03,14.151730636215488,2.314,0.05813776741499453,2.34,2.3145841959194313,1.3,0.18384776310850245,1.17,1.310358729508832,2.964,0.10876580344943,2.99,2.965596061502645,2.886,0.05813776741499471,2.86,2.886468430452687,3.0160000000000005,0.058137767414994566,2.99,3.016448242552821,3.5879999999999996,0.1162755348299892,3.51,3.5895069299278415,3.432,0.11627553482998898,3.51,3.4335753959975888,2.5740000000000003,0.05813776741499445,2.6,2.5745251989444577,2.106,0.05813776741499452,2.08,2.1066418774912834,0
82,82,9.214000000000002,11.958803451850859,4.03,14.117654904409585,2.314,0.05813776741499452,2.34,2.3145841959194313,1.222,0.11627553482998902,1.17,1.2264175471673584,2.9379999999999997,0.0712039324756718,2.99,2.938690184418902,2.86,0.09192388155425128,2.86,2.8611815741053555,2.99,0.0,2.99,2.99,3.5879999999999996,0.11627553482998917,3.51,3.5895069299278415,3.4319999999999995,0.116275534829989,3.51,3.4335753959975888,2.574,0.058137767414994504,2.6,2.5745251989444577,2.0799999999999996,0.09192388155425123,2.08,2.081624365729802,0
83,83,9.136000000000001,12.001205356129859,3.9,14.095731268721039,2.314,0.058137767414994504,2.34,2.3145841959194313,1.248,0.17441330224498364,1.17,1.2577122087345738,2.938,0.07120393247567187,2.99,2.938690184418902,2.86,0.09192388155425119,2.86,2.8611815741053555,2.99,0.0,2.99,2.99,3.614,0.10876580344942982,3.64,3.615309115414614,3.432,0.11627553482998905,3.51,3.4335753959975888,2.574,0.058137767414994566,2.6,2.5745251989444577,2.08,0.09192388155425123,2.08,2.0816243657298017,0
84,84,8.98,12.088918479334701,3.77,14.05538900208742,2.314,0.058137767414994566,2.34,2.3145841959194313,1.3519999999999999,0.253416652965033,1.17,1.370868337952263,2.964,0.05813776741499479,2.99,2.9644561052577587,2.8339999999999996,0.058137767414994504,2.86,2.8344770240734003,3.0160000000000005,0.05813776741499453,2.99,3.016448242552821,3.588,0.07120393247567172,3.64,3.5885651728789876,3.406,0.10876580344942974,3.38,3.4073890297411005,2.548,0.07120393247567153,2.6,2.5487957940957138,2.08,0.0919238815542512,2.08,2.081624365729802,0
85,85,8.954000000000002,12.102707548313314,3.77,14.048293134754841,2.2880000000000003,0.07120393247567153,2.34,2.288886192015671,1.3519999999999999,0.2534166529650331,1.17,1.370868337952263,2.99,0.0,2.99,2.99,2.8339999999999996,0.058137767414994566,2.86,2.8344770240734003,3.016,0.05813776741499452,2.99,3.016448242552821,3.614,0.05813776741499463,3.64,3.6143740813590397,3.4319999999999995,0.07120393247567154,3.38,3.4325908582293927,2.5480000000000005,0.07120393247567144,2.6,2.5487957940957138,2.0540000000000003,0.05813776741499466,2.08,2.054658122413556,0
86,86,3.562,0.23615672761960438,3.64,3.568257277719755,2.2880000000000003,0.07120393247567168,2.34,2.288886192015671,1.404,0.23255106965997815,1.43,1.4193237826514427,2.99,0.0,2.99,2.99,2.8339999999999996,0.058137767414994566,2.86,2.8344770240734003,3.0160000000000005,0.058137767414994504,2.99,3.016448242552821,3.6399999999999997,0.0,3.64,3.64,3.4319999999999995,0.0712039324756715,3.38,3.4325908582293927,2.5220000000000002,0.0712039324756715,2.47,2.5228039955573243,2.028,0.07120393247567162,2.08,2.028999753573174,0
87,87,3.718,0.3262974103482895,3.77,3.7294369548230737,2.288,0.0712039324756715,2.34,2.288886192015671,1.456,0.1928211606644873,1.43,1.4661787067066552,2.99,0.0,2.99,2.99,2.86,0.0,2.86,2.86,3.0160000000000005,0.058137767414994566,2.99,3.016448242552821,3.6399999999999997,0.0,3.64,3.64,3.4319999999999995,0.07120393247567153,3.38,3.4325908582293927,2.4960000000000004,0.058137767414994566,2.47,2.4965416079048235,2.054,0.05813776741499456,2.08,2.054658122413556,0
88,88,9.224,12.345137909314744,3.77,14.387637749123376,2.34,0.15921683328090663,2.34,2.344329328400769,1.43,0.18384776310850237,1.43,1.4394234957093066,3.0160000000000005,0.05813776741499453,2.99,3.016448242552821,2.86,0.0,2.86,2.86,3.0420000000000003,0.07120393247567153,2.99,3.0426665936313166,3.692,0.11627553482998894,3.64,3.6934644982725904,3.432,0.07120393247567168,3.38,3.4325908582293927,2.496,0.05813776741499453,2.47,2.4965416079048235,2.1580000000000004,0.2534166529650332,2.08,2.1698709639054576,0
